縣市,行政區,建物類別名稱,交易季,交易量(棟),成交行情(萬/坪),市場開價(萬/坪),銷售天期(天),買賣議價率(%)
臺中市,南屯區,住宅大樓,2025Q4,124,36.74,42.5,151,13.7%
新北市,中和區,住宅大樓,2025Q1,317,62.2,66.27,104,10.9%
高雄市,楠梓區,透天厝,2024Q2,156,32.69,42.69,116,11.6%
新北市,樹林區,公寓,2025Q2,49,30.64,39.65,105,16%
臺中市,北屯區,公寓,2025Q1,31,25.36,32.19,99,15.5%
臺南市,南區,住宅大樓,2025Q1,48,27.03,27.7,107,11.8%
新北市,土城區,住宅大樓,2024Q4,187,53.71,58.32,71,11.5%
桃園市,桃園區,公寓,2024Q3,68,22.87,32.23,82,17.4%
高雄市,左營區,住宅大樓,2024Q1,1258,33.95,33.57,95,9.8%
臺北市,中山區,公寓,2025Q3,44,69.1,89.55,87,14.9%
臺北市,中山區,透天厝,2024Q2,1,188.91,169.46,NULL,NULL
高雄市,小港區,住宅大樓,2024Q4,66,24.36,27.39,80,9.8%
高雄市,前金區,公寓,2024Q2,4,19.22,33.95,45,10.6%
臺北市,大同區,住宅大樓,2025Q3,87,87.12,96.26,96,12.6%
新北市,蘆洲區,住宅大樓,2024Q3,156,56.73,59.23,65,9.5%
新北市,鶯歌區,住宅大樓,2025Q4,16,34.15,37.92,174,17.3%
高雄市,岡山區,住宅大樓,2025Q4,20,24.51,28.97,115,12.5%
新北市,土城區,公寓,2025Q3,44,38.11,48.23,125,17.4%
臺南市,新營區,住宅大樓,2024Q2,102,21.84,18.62,77,9.8%
新北市,八里區,住宅大樓,2024Q2,130,29.42,33.27,84,10.6%
臺南市,永康區,住宅大樓,2024Q1,416,27.14,28.85,96,12.1%
臺北市,中正區,透天厝,2025Q4,1,196.42,171.74,NULL,NULL
新北市,新店區,公寓,2024Q3,164,41.72,46.79,77,13.5%
桃園市,平鎮區,住宅大樓,2024Q4,134,26.93,30.55,90,13.1%
臺北市,信義區,公寓,2025Q3,50,67.26,86.8,103,15.3%
高雄市,楠梓區,透天厝,2024Q3,81,34.65,46.78,120,11.7%
新北市,泰山區,公寓,2024Q2,50,30.97,36.47,89,13.1%
臺北市,中山區,公寓,2025Q1,46,71.13,88.54,88,13.8%
臺南市,安平區,住宅大樓,2024Q4,104,26.29,33.86,76,11.3%
高雄市,仁武區,公寓,2024Q2,9,13.28,23.44,100,21.4%
臺中市,烏日區,住宅大樓,2025Q3,60,37.4,39.83,140,10%
臺北市,松山區,公寓,2024Q4,34,75.46,98.51,84,11.4%
高雄市,楠梓區,公寓,2025Q1,15,17.08,22.48,127,15.7%
臺中市,東區,住宅大樓,2024Q4,49,32.18,40.71,89,11.3%
臺北市,文山區,公寓,2024Q1,126,49.29,57.21,111,12.3%
臺北市,萬華區,公寓,2024Q2,102,51.98,62.17,97,14.3%
臺北市,萬華區,住宅大樓,2025Q4,49,72.94,81.42,114,12%
新北市,永和區,住宅大樓,2025Q4,47,67.98,71.78,115,13.3%
臺北市,中正區,住宅大樓,2024Q2,206,102.41,110.38,82,8.9%
高雄市,楠梓區,公寓,2025Q4,15,15.89,21.45,101,20.3%
臺北市,士林區,住宅大樓,2024Q2,196,84.24,86.77,91,10.9%
臺南市,新市區,住宅大樓,2024Q1,66,30.37,32.46,66,9.9%
高雄市,鼓山區,透天厝,2025Q2,21,28.95,52.49,135,23.6%
臺中市,神岡區,住宅大樓,2024Q2,15,23.05,30.89,43,11%
臺南市,新化區,公寓,2024Q1,1,21.86,19.87,NULL,NULL
臺中市,潭子區,透天厝,2025Q4,19,38.83,48.67,134,16.1%
高雄市,鳳山區,住宅大樓,2024Q3,480,30.9,31.03,70,9.2%
新北市,新莊區,住宅大樓,2024Q2,814,55.66,57.52,78,9.1%
臺北市,內湖區,透天厝,2024Q2,10,76.48,97.74,145,14.9%
臺中市,西區,透天厝,2025Q1,27,65.85,76.49,172,19.8%
臺中市,南屯區,透天厝,2024Q4,41,49.34,64.69,100,12%
新北市,新店區,透天厝,2024Q1,62,40.22,54.68,151,16.6%
臺北市,士林區,公寓,2024Q1,118,57.62,69.32,96,13.1%
新北市,中和區,公寓,2024Q2,305,44.71,53.06,89,13.5%
新北市,樹林區,透天厝,2024Q2,20,49.07,63.06,112,14.7%
高雄市,苓雅區,透天厝,2025Q3,48,38.97,53.89,126,18%
新北市,泰山區,透天厝,2025Q4,1,46.79,52.96,NULL,NULL
臺北市,大安區,住宅大樓,2024Q3,238,114.97,130.76,79,8.7%
臺中市,潭子區,住宅大樓,2024Q3,152,35.53,34.36,70,9.3%
桃園市,楊梅區,公寓,2025Q3,13,13.05,19.66,116,24.8%
桃園市,蘆竹區,透天厝,2024Q2,69,31.44,42.02,120,13.6%
高雄市,仁武區,公寓,2024Q3,3,12.53,25.82,170,18.3%
臺北市,士林區,住宅大樓,2024Q3,123,86.49,89.47,75,9%
新北市,鶯歌區,住宅大樓,2025Q1,73,35.34,38.7,106,11.6%
新北市,中和區,公寓,2025Q2,155,44.35,53.59,107,15.7%
臺南市,中西區,透天厝,2025Q1,44,34.95,55.25,114,15.9%
高雄市,岡山區,公寓,2024Q4,5,13.93,25.51,31,29.5%
新北市,三重區,住宅大樓,2024Q2,690,61.89,61.49,77,8.6%
臺中市,龍井區,住宅大樓,2025Q1,54,29.94,35.54,108,14.8%
新北市,汐止區,公寓,2024Q1,97,30.73,37.71,103,15.2%
臺中市,西屯區,住宅大樓,2024Q3,672,40.32,49.18,90,10.1%
高雄市,前鎮區,透天厝,2025Q1,41,36.66,49.51,129,19.1%
新北市,五股區,公寓,2024Q3,29,27.6,34.09,84,11.4%
新北市,樹林區,住宅大樓,2024Q1,152,40.75,42.04,89,8.8%
高雄市,橋頭區,透天厝,2025Q2,16,27.53,44.48,125,17.8%
高雄市,小港區,透天厝,2024Q3,116,29.83,37.46,156,12.3%
臺北市,中山區,透天厝,2024Q4,6,148.91,177.28,NULL,NULL
臺中市,烏日區,透天厝,2025Q1,40,43.02,53.66,110,14.9%
臺中市,烏日區,透天厝,2024Q4,19,35.01,55.22,85,14%
臺中市,龍井區,公寓,2024Q1,22,20.37,29.8,155,15.7%
臺中市,太平區,住宅大樓,2025Q3,102,31.72,34.26,143,13%
臺北市,萬華區,住宅大樓,2024Q3,158,70.87,80.59,76,11%
高雄市,鼓山區,住宅大樓,2024Q4,177,38.1,42.34,87,11.6%
高雄市,小港區,住宅大樓,2024Q2,257,25.76,26.11,64,10.3%
新北市,新莊區,公寓,2024Q2,261,38.85,47.23,100,13.7%
臺中市,中區,公寓,2025Q2,4,15.49,29.31,NULL,NULL
新北市,汐止區,透天厝,2025Q1,24,33.68,52.49,145,24.4%
新北市,深坑區,住宅大樓,2025Q3,13,38.91,41.16,96,13.1%
桃園市,大園區,透天厝,2024Q1,67,27.26,39.93,127,12.3%
臺中市,北區,透天厝,2024Q1,72,42.03,61.05,135,13.3%
新北市,八里區,公寓,2024Q4,2,20.27,29,NULL,NULL
臺北市,北投區,透天厝,2025Q1,5,75.59,125.94,145,22.1%
臺南市,歸仁區,住宅大樓,2024Q4,43,32.44,34.05,129,15.5%
桃園市,龜山區,住宅大樓,2024Q4,257,41.27,44.41,80,10.3%
臺北市,松山區,住宅大樓,2025Q4,53,102.54,111.08,124,12%
臺南市,北區,公寓,2025Q3,2,12.71,21.7,32,6%
新北市,中和區,住宅大樓,2024Q3,481,61.09,63.93,70,10.1%
臺中市,中區,住宅大樓,2025Q4,24,23.4,32.36,143,18%
臺中市,南區,住宅大樓,2024Q3,303,33.66,37.89,65,9.1%
臺北市,大安區,透天厝,2025Q3,3,150.28,171.55,39,11.2%
臺中市,北屯區,公寓,2025Q4,3,20.52,30.24,71,14.6%
新北市,三重區,公寓,2024Q3,195,47.12,59.98,87,14.5%
臺北市,中山區,透天厝,2024Q3,6,142.4,147.87,NULL,NULL
臺中市,烏日區,公寓,2025Q1,1,8.08,29.63,NULL,NULL
臺中市,神岡區,住宅大樓,2024Q4,10,26.36,30.26,33,9.5%
新北市,中和區,公寓,2024Q1,254,43.72,52.7,101,13.3%
桃園市,桃園區,住宅大樓,2025Q4,248,35.02,38.72,138,12.6%
桃園市,中壢區,透天厝,2025Q3,102,39.87,53.55,145,19.4%
新北市,林口區,住宅大樓,2024Q2,435,47.51,49.91,72,7.4%
臺北市,萬華區,公寓,2025Q4,31,52.19,62.1,133,19.2%
臺南市,南區,透天厝,2025Q3,41,29.42,40.8,138,18.3%
新北市,板橋區,透天厝,2024Q2,19,86.19,105.03,151,19.5%
新北市,五股區,公寓,2025Q4,6,30.72,32.92,79,17.8%
臺南市,北區,透天厝,2025Q1,47,31.49,44.87,131,17.5%
臺中市,北屯區,住宅大樓,2025Q3,352,37.9,41.88,141,13.4%
臺南市,新營區,公寓,2025Q2,6,12.5,15.35,102,12.2%
臺南市,安平區,住宅大樓,2024Q2,266,28.61,31.54,93,11%
臺南市,新營區,透天厝,2025Q2,37,20.7,27.5,123,20%
臺中市,北屯區,透天厝,2024Q4,109,45.69,60.73,137,15.6%
臺中市,潭子區,住宅大樓,2025Q2,71,29.22,34.2,130,12.3%
臺南市,東區,公寓,2024Q2,34,18.34,24.47,130,18.1%
高雄市,小港區,透天厝,2024Q2,183,28.59,34.26,120,13.9%
臺北市,文山區,公寓,2024Q4,68,50.58,60.84,82,13.2%
桃園市,平鎮區,住宅大樓,2025Q3,131,27.48,29.4,117,13%
臺南市,善化區,住宅大樓,2025Q1,42,31.18,34.64,145,13%
臺中市,北區,住宅大樓,2024Q4,238,31.42,38.83,97,13%
高雄市,鼓山區,住宅大樓,2025Q4,86,35.49,40.96,152,13%
高雄市,前金區,住宅大樓,2025Q2,66,30.41,39.24,86,14.2%
臺中市,神岡區,住宅大樓,2025Q2,3,19.94,28.98,115,11.5%
高雄市,新興區,公寓,2024Q1,10,17.78,26.68,109,16.5%
新北市,新店區,透天厝,2025Q2,27,45.02,58.71,181,15.8%
臺中市,豐原區,透天厝,2025Q3,49,31.25,44.89,137,16.4%
新北市,樹林區,透天厝,2025Q4,5,47.1,64.14,119,15.1%
高雄市,鼓山區,透天厝,2024Q3,34,48.77,56.87,104,13.5%
臺中市,南區,住宅大樓,2025Q4,77,33.6,36.75,146,13.8%
臺中市,大里區,住宅大樓,2024Q2,190,30.29,32.27,77,8.5%
臺中市,潭子區,透天厝,2024Q3,72,37.57,49.08,101,10.5%
新北市,深坑區,公寓,2025Q4,3,34.7,34.68,81,12.2%
臺南市,善化區,透天厝,2025Q3,25,30.94,35.26,188,19.9%
高雄市,仁武區,透天厝,2024Q4,88,33.26,43.85,102,15.4%
臺中市,大雅區,公寓,2025Q4,1,26.5,25.87,NULL,NULL
臺北市,士林區,透天厝,2025Q1,8,85.49,156.07,165,18.9%
高雄市,橋頭區,住宅大樓,2024Q2,215,30.42,31.94,61,8%
高雄市,新興區,透天厝,2025Q3,12,49.44,65.51,168,17.4%
臺中市,神岡區,公寓,2025Q1,1,18.84,23.98,NULL,NULL
臺中市,南區,住宅大樓,2024Q4,181,33.7,38.31,76,9.4%
桃園市,桃園區,透天厝,2025Q4,27,37.44,55.72,136,23.1%
桃園市,中壢區,住宅大樓,2025Q3,426,35.41,39.96,133,12.8%
高雄市,仁武區,住宅大樓,2024Q4,67,34.26,34.89,92,9.5%
臺北市,萬華區,透天厝,2024Q1,15,87.6,118.94,102,17.3%
臺南市,北區,住宅大樓,2024Q2,243,33.88,33.54,89,10.7%
臺南市,歸仁區,住宅大樓,2024Q3,196,34.85,33.23,90,12.5%
新北市,八里區,公寓,2024Q3,8,27.27,31.63,39,14.6%
臺中市,神岡區,住宅大樓,2024Q1,34,30.4,30.05,122,8.2%
新北市,中和區,公寓,2024Q4,202,44.92,54.5,86,12.8%
臺中市,大里區,透天厝,2025Q1,68,33.79,46.99,116,15.8%
高雄市,鼓山區,公寓,2025Q1,26,17.19,23.31,141,14.1%
臺中市,北區,住宅大樓,2025Q1,233,32.07,38.43,111,11.8%
臺南市,安平區,透天厝,2024Q2,49,33.68,42.99,128,14%
新北市,林口區,透天厝,2025Q1,13,63.45,53,155,11.1%
臺中市,潭子區,透天厝,2024Q4,36,40.59,50.23,117,11.8%
臺南市,永康區,公寓,2025Q4,2,18.08,21.42,154,18.9%
高雄市,三民區,公寓,2025Q2,65,18.39,23.48,130,19%
臺中市,北區,公寓,2024Q3,85,24.36,31.5,108,13.1%
臺南市,善化區,住宅大樓,2024Q4,91,30.52,34.83,124,9.4%
臺北市,北投區,住宅大樓,2025Q3,110,69.12,73.93,136,13.3%
桃園市,桃園區,公寓,2024Q2,98,21.39,29.54,87,14.9%
臺南市,中西區,住宅大樓,2024Q4,63,25.31,31.09,86,15%
臺中市,南屯區,公寓,2025Q2,2,17.22,33.97,65,11.6%
臺北市,北投區,公寓,2025Q2,88,53.08,59.51,113,13.3%
桃園市,八德區,透天厝,2025Q3,52,29.91,42.56,113,18.7%
臺南市,佳里區,公寓,2025Q1,1,8.71,29.05,NULL,NULL
臺中市,北屯區,透天厝,2025Q1,109,53.91,60.29,139,12.9%
臺北市,文山區,公寓,2024Q3,105,53.69,60.17,60,11.6%
臺南市,中西區,公寓,2025Q3,8,16.77,24.17,104,18.1%
臺中市,東區,公寓,2025Q1,7,24.42,32.16,143,16.3%
臺中市,大雅區,公寓,2025Q1,5,19.26,25.09,29,14.3%
高雄市,橋頭區,透天厝,2025Q4,6,34.64,41.66,146,16.5%
高雄市,苓雅區,住宅大樓,2025Q4,100,26.57,31.9,132,12.4%
新北市,五股區,透天厝,2024Q2,6,36.75,64.53,130,5.2%
新北市,蘆洲區,透天厝,2024Q2,2,59.72,82.43,224,12.2%
臺中市,西區,住宅大樓,2024Q4,167,32.18,40.29,100,12.4%
臺中市,神岡區,透天厝,2025Q2,21,32.06,37.86,108,10.6%
高雄市,三民區,透天厝,2024Q2,150,36.32,48.55,116,14.1%
新北市,淡水區,住宅大樓,2024Q2,1504,31.81,34.72,91,9.4%
新北市,三峽區,透天厝,2024Q1,11,37.86,52.04,126,12.8%
新北市,三重區,公寓,2025Q2,156,44.27,58.68,107,16.4%
高雄市,仁武區,透天厝,2025Q4,24,31.66,40.85,189,19.5%
新北市,三峽區,公寓,2025Q2,6,21.81,35.02,142,20.3%
桃園市,大園區,公寓,2024Q3,8,17.28,27.11,62,13.6%
新北市,八里區,住宅大樓,2024Q3,105,30.48,34.01,78,10.9%
桃園市,龜山區,公寓,2025Q4,21,21.03,29.37,141,18.3%
臺中市,神岡區,透天厝,2024Q2,74,34.58,42.3,143,9.6%
高雄市,仁武區,住宅大樓,2024Q3,226,32.75,34.3,83,6.9%
新北市,新店區,透天厝,2024Q2,52,41.71,54.75,144,17.4%
臺中市,龍井區,透天厝,2024Q2,108,28.48,40.91,137,14%
臺南市,安平區,公寓,2025Q2,4,19.38,22.25,46,16.7%
臺北市,南港區,住宅大樓,2025Q3,76,93.75,98.23,106,12.5%
臺南市,新市區,透天厝,2024Q1,28,24.05,35.29,69,13.4%
新北市,新店區,公寓,2024Q4,102,38.99,47.6,97,15.1%
臺北市,信義區,住宅大樓,2025Q3,112,104.21,118.19,125,11%
臺南市,新市區,住宅大樓,2024Q4,88,32.57,34.81,116,8.8%
高雄市,新興區,住宅大樓,2024Q1,118,28.08,32.08,86,11.7%
新北市,三峽區,公寓,2024Q1,21,25.66,32.68,74,13%
臺南市,北區,透天厝,2025Q4,24,30.53,41.76,149,22.1%
新北市,新莊區,住宅大樓,2025Q3,315,54.88,56.97,122,11.9%
高雄市,鼓山區,公寓,2025Q4,6,13.42,22.65,157,16.2%
新北市,蘆洲區,公寓,2025Q1,59,42.07,50.11,119,13.2%
高雄市,岡山區,公寓,2025Q3,4,11.48,21.82,181,23.4%
臺北市,內湖區,住宅大樓,2025Q4,92,78.96,83.91,122,10.8%
臺中市,神岡區,公寓,2024Q3,1,17.3,26.14,100,15.5%
臺北市,內湖區,公寓,2024Q3,99,57.6,69.89,81,10.8%
桃園市,平鎮區,透天厝,2024Q4,105,32.69,40.67,96,17.5%
高雄市,前金區,透天厝,2025Q3,5,58.42,55.71,108,10.1%
高雄市,楠梓區,住宅大樓,2025Q3,220,31.69,32.07,139,14.3%
臺中市,大雅區,住宅大樓,2024Q4,34,30.23,34.46,61,8.5%
新北市,三峽區,住宅大樓,2025Q3,77,42.13,43.15,99,11.6%
新北市,新莊區,公寓,2024Q1,223,37.38,45.52,118,13.2%
桃園市,龜山區,透天厝,2025Q3,18,41.39,50.95,180,16%
臺南市,安南區,住宅大樓,2025Q3,46,28.7,33.75,110,12.9%
新北市,三重區,住宅大樓,2024Q3,425,63.78,64.56,69,10.1%
臺中市,北區,住宅大樓,2024Q3,323,32.02,38.06,78,11%
臺中市,潭子區,公寓,2025Q3,2,19.01,31.61,221,20.4%
桃園市,平鎮區,公寓,2024Q2,40,16.37,23.29,128,24.5%
新北市,泰山區,透天厝,2025Q2,5,52.54,60.01,200,5.8%
臺中市,南屯區,透天厝,2025Q3,35,45.67,60.01,146,17.2%
臺南市,東區,住宅大樓,2025Q2,154,29.99,33.17,118,14.7%
臺中市,北區,住宅大樓,2025Q4,84,31.34,36.98,131,15%
臺中市,大雅區,住宅大樓,2025Q4,11,27.95,33.3,184,17.7%
新北市,土城區,住宅大樓,2025Q1,186,54.14,58.33,100,9.9%
臺中市,北屯區,透天厝,2024Q3,155,46.85,59.69,124,13.9%
桃園市,蘆竹區,住宅大樓,2025Q3,156,32.9,35.76,134,13%
臺中市,太平區,公寓,2025Q3,10,19.44,25.55,136,21.2%
臺中市,西屯區,公寓,2025Q3,17,29.26,34.43,72,12.2%
臺北市,萬華區,公寓,2025Q1,49,55.69,65.09,104,14.9%
臺南市,新營區,透天厝,2024Q4,58,25.33,31.16,61,12.3%
臺北市,北投區,透天厝,2025Q4,3,72.32,127.47,228,7.3%
臺北市,士林區,住宅大樓,2025Q4,43,81.85,87.21,157,12.6%
臺南市,南區,公寓,2024Q1,42,14.85,19.69,137,21%
新北市,新店區,住宅大樓,2025Q2,265,58.09,62.23,104,10.7%
臺北市,大同區,透天厝,2025Q2,6,112.57,139.6,75,40.3%
臺南市,新化區,住宅大樓,2025Q2,7,20.27,26.71,81,13.6%
新北市,淡水區,住宅大樓,2024Q3,1083,33.28,36.09,81,9.2%
高雄市,前金區,住宅大樓,2024Q4,74,27.94,37.94,76,11%
高雄市,前鎮區,公寓,2025Q1,38,16.27,22.03,111,18.6%
高雄市,鹽埕區,住宅大樓,2024Q2,39,24.68,38.11,76,12.9%
臺中市,南區,透天厝,2024Q1,47,46.79,53.14,130,14.2%
臺南市,善化區,透天厝,2024Q2,80,34.2,37.97,123,11.8%
臺中市,西屯區,透天厝,2024Q2,88,47.61,67.13,117,13.8%
新北市,汐止區,公寓,2024Q2,125,32.22,39.47,97,13.7%
高雄市,鹽埕區,公寓,2024Q1,4,17.11,21.42,132,12.5%
臺中市,北屯區,透天厝,2025Q4,32,53.14,58.11,123,14.2%
高雄市,小港區,住宅大樓,2024Q1,211,24.76,25.83,88,11%
臺中市,大雅區,公寓,2024Q3,5,20.46,26.57,140,19.3%
高雄市,小港區,公寓,2024Q1,48,13.29,18.81,106,16.2%
高雄市,新興區,公寓,2024Q4,8,18.5,26.8,85,12.3%
臺中市,西屯區,公寓,2024Q2,58,31.22,34.93,128,11%
新北市,樹林區,住宅大樓,2024Q2,182,41.42,43.45,95,9.3%
臺中市,烏日區,透天厝,2025Q4,7,61.55,49.06,139,25.4%
臺北市,文山區,透天厝,2024Q1,10,61.74,98.03,58,14.6%
高雄市,新興區,住宅大樓,2025Q2,87,26.93,34.27,115,18%
臺中市,烏日區,透天厝,2024Q3,36,38.63,58.43,102,10.5%
臺南市,中西區,透天厝,2024Q3,33,36.16,49.04,115,14.8%
臺南市,永康區,透天厝,2024Q3,137,30.88,41.94,118,15.1%
臺中市,大雅區,住宅大樓,2025Q1,32,29.25,33.87,89,9.8%
新北市,永和區,公寓,2024Q3,91,53.31,63.06,68,10.7%
新北市,鶯歌區,透天厝,2025Q3,12,37.6,47.7,229,12.1%
臺南市,新營區,住宅大樓,2025Q1,40,19.59,22.13,80,12.7%
臺中市,豐原區,公寓,2024Q1,13,18.1,24.63,22,16.1%
臺中市,西區,公寓,2025Q1,28,23.44,34.84,135,19.5%
新北市,泰山區,透天厝,2024Q4,4,55.49,90.2,50,15.5%
臺北市,大同區,公寓,2025Q1,18,65.69,79.18,119,16.8%
桃園市,龜山區,透天厝,2024Q2,35,29.6,47.83,135,15%
臺北市,中山區,透天厝,2025Q1,4,127.38,180.55,139,11.3%
高雄市,三民區,住宅大樓,2024Q1,835,31.29,31.7,90,10.7%
臺北市,中正區,住宅大樓,2024Q1,198,103.71,110.97,106,10.6%
新北市,五股區,公寓,2024Q4,17,27.71,33.8,98,14.6%
桃園市,八德區,住宅大樓,2024Q4,177,33.48,35.18,82,9.9%
臺北市,南港區,住宅大樓,2024Q2,154,87.19,95.86,92,9.8%
臺南市,歸仁區,公寓,2025Q4,1,12.55,23.58,NULL,NULL
高雄市,左營區,住宅大樓,2025Q2,235,32.98,36.43,110,12.6%
桃園市,龜山區,公寓,2024Q4,47,22.2,28.78,97,14.9%
新北市,淡水區,透天厝,2025Q4,10,34.41,44.71,188,12.5%
新北市,五股區,住宅大樓,2025Q2,123,43.31,43.62,116,11.6%
臺中市,西屯區,住宅大樓,2024Q4,369,38.25,49.72,86,11.5%
臺南市,佳里區,透天厝,2025Q2,35,21.5,26.41,144,17.9%
桃園市,龜山區,住宅大樓,2025Q2,256,40.1,43.84,112,12.6%
新北市,汐止區,透天厝,2024Q4,16,33.95,49.69,120,24.5%
臺北市,大安區,住宅大樓,2024Q4,200,113.64,132.81,98,11.4%
新北市,三重區,住宅大樓,2025Q1,304,61.22,66.37,101,12.6%
臺北市,內湖區,住宅大樓,2025Q1,202,79.24,83.8,105,11.7%
桃園市,平鎮區,透天厝,2025Q2,119,28.97,39.61,126,18.6%
新北市,三重區,透天厝,2024Q1,23,61.87,101.3,103,17.7%
高雄市,左營區,住宅大樓,2024Q2,936,35,35.11,79,8%
臺南市,中西區,住宅大樓,2025Q2,71,25.78,31.39,100,15.6%
臺南市,仁德區,透天厝,2025Q3,39,30.72,36.97,154,15.3%
臺南市,安平區,公寓,2024Q1,1,13.39,35.24,15,12.4%
桃園市,蘆竹區,公寓,2025Q4,1,14.64,30.92,NULL,NULL
臺北市,大同區,公寓,2025Q4,11,61.41,77.28,141,13.2%
臺南市,新營區,住宅大樓,2025Q4,15,16.64,22.01,48,11.4%
臺中市,東區,透天厝,2025Q2,23,51.63,54.41,145,15.1%
新北市,土城區,住宅大樓,2024Q3,316,56.59,57.32,64,9.6%
臺南市,東區,透天厝,2025Q3,50,36.17,49.01,145,18.6%
新北市,五股區,公寓,2025Q1,27,26.79,34.26,101,16.8%
桃園市,龜山區,公寓,2025Q1,43,22.18,28.77,120,17%
臺中市,大雅區,透天厝,2024Q1,65,32.62,40.83,138,10.1%
新北市,中和區,住宅大樓,2024Q4,335,59.33,66.41,78,11.1%
新北市,淡水區,透天厝,2025Q1,11,36.96,51.4,172,17.3%
高雄市,鳳山區,公寓,2024Q2,107,17.51,23.07,86,15.6%
高雄市,苓雅區,公寓,2024Q3,72,18.03,22.03,98,14.5%
新北市,淡水區,公寓,2024Q2,121,21.12,26.89,117,14.9%
臺南市,佳里區,透天厝,2024Q2,125,23.12,27.03,110,12.6%
新北市,樹林區,透天厝,2025Q1,14,44,65.7,183,15.6%
臺南市,仁德區,住宅大樓,2025Q2,60,28.73,29.6,140,13.2%
臺中市,東區,透天厝,2024Q2,48,42.85,54.88,140,12%
新北市,新店區,公寓,2025Q4,39,36.87,45.14,126,19.9%
新北市,蘆洲區,透天厝,2025Q3,1,65.91,111.98,155,18.4%
臺北市,松山區,公寓,2024Q3,66,78.56,95.92,92,10.9%
桃園市,中壢區,公寓,2025Q3,69,19.55,28.07,114,17.7%
桃園市,八德區,透天厝,2024Q2,134,32.22,43.08,101,13.8%
新北市,淡水區,公寓,2025Q2,68,22.43,28.68,117,20.2%
高雄市,楠梓區,透天厝,2025Q4,27,30.82,44.68,164,20.5%
臺北市,中山區,住宅大樓,2025Q3,299,88.82,101.03,114,13%
臺南市,永康區,住宅大樓,2025Q2,206,27.67,29.74,107,12.1%
臺北市,中山區,透天厝,2025Q2,2,191.02,194.31,NULL,NULL
臺南市,東區,住宅大樓,2024Q2,402,32.57,31.7,92,11.1%
新北市,樹林區,住宅大樓,2024Q4,98,40.52,45.09,97,11.2%
臺南市,歸仁區,透天厝,2024Q2,88,28.59,39.47,118,14.1%
高雄市,鳳山區,住宅大樓,2025Q4,131,26.49,29.62,138,13.1%
臺北市,大安區,住宅大樓,2025Q4,93,125.6,133.21,142,11%
新北市,汐止區,住宅大樓,2024Q3,394,46.57,47.7,65,9.8%
桃園市,楊梅區,住宅大樓,2024Q2,612,24.61,25.36,82,11.1%
新北市,樹林區,住宅大樓,2025Q2,98,42.74,44.74,101,11.6%
新北市,蘆洲區,透天厝,2025Q2,2,72.63,100.06,132,10.7%
高雄市,前鎮區,透天厝,2025Q4,18,42.24,46.41,156,22.3%
高雄市,鼓山區,透天厝,2024Q2,40,40.13,48.15,120,13.9%
高雄市,橋頭區,透天厝,2025Q1,19,35.44,44.17,121,11.9%
新北市,新莊區,透天厝,2024Q1,13,56.57,76.97,108,16.4%
臺南市,北區,住宅大樓,2024Q1,232,32.86,32.64,91,10.6%
臺南市,南區,住宅大樓,2025Q3,32,27.26,27.82,121,14.1%
新北市,板橋區,住宅大樓,2025Q1,411,68.68,72.19,101,10.6%
臺中市,西區,住宅大樓,2024Q3,231,32.1,40.15,85,10.7%
新北市,中和區,透天厝,2024Q2,16,74.4,102.31,140,14.4%
高雄市,仁武區,住宅大樓,2025Q1,50,32.47,33.81,121,13.3%
高雄市,橋頭區,公寓,2024Q2,1,12.08,25.09,106,25.7%
桃園市,平鎮區,公寓,2025Q4,8,17.86,24.27,132,14.3%
高雄市,前金區,公寓,2024Q3,2,18.87,23.69,NULL,NULL
臺南市,仁德區,住宅大樓,2025Q1,60,29.04,30.7,126,10.8%
臺中市,中區,透天厝,2025Q4,2,23.11,65.93,NULL,NULL
桃園市,楊梅區,透天厝,2025Q4,58,23.39,32.65,153,16.5%
高雄市,鹽埕區,透天厝,2025Q2,6,34,47.39,156,19.3%
臺南市,新營區,住宅大樓,2024Q3,82,20.88,20.03,82,13.3%
高雄市,橋頭區,住宅大樓,2024Q4,54,31.89,36.03,80,11.6%
新北市,樹林區,透天厝,2024Q4,13,47,70.49,123,13%
臺北市,南港區,公寓,2025Q4,11,55.45,74.33,142,11.3%
臺中市,西區,公寓,2025Q3,12,23.32,32.23,118,19.2%
高雄市,鹽埕區,住宅大樓,2025Q2,34,22.38,43.59,96,15.5%
新北市,樹林區,透天厝,2024Q3,28,49.29,66.4,107,14.8%
臺中市,西屯區,透天厝,2025Q3,38,54.29,66.91,156,20.7%
高雄市,鹽埕區,透天厝,2024Q3,5,32.46,55.97,112,13.2%
臺北市,北投區,公寓,2025Q1,56,50.73,59.59,103,13.7%
新北市,林口區,公寓,2025Q4,5,24.77,41.7,100,19.7%
臺中市,太平區,透天厝,2025Q2,115,37.8,46.43,118,16.9%
臺中市,西區,透天厝,2025Q3,19,46.76,75.58,155,22%
臺北市,松山區,公寓,2025Q4,14,80.21,93.37,125,11.5%
臺中市,西屯區,透天厝,2025Q2,42,48.56,68.72,153,19.4%
臺南市,仁德區,公寓,2024Q4,1,28.38,21.64,NULL,NULL
新北市,樹林區,公寓,2024Q4,42,30.86,38.4,84,13.7%
高雄市,前鎮區,住宅大樓,2025Q4,87,32.23,31.81,158,12.3%
臺北市,士林區,透天厝,2024Q1,8,85.4,130.39,144,16.7%
